1, 0.025835
3, 0.048813
5, 0.056461
7, 0.259403
30, 0.337384
59, 0.416189
619, 0.483323
700, 0.567271
910, 0.659958
2335, 0.751434
3635, 0.898185
3701, 0.913371
4129, 0.998832
4577, 1.079760
5061, 1.159129
5427, 1.231455
7264, 1.371761
7296, 1.527478
10897, 1.669209
16503, 1.937792
