1, 0.101683
11, 0.137112
16, 0.161865
31, 0.209941
42, 0.266100
102, 0.375952
268, 0.388462
347, 0.449750
439, 0.683644
1361, 0.822606
1713, 0.993351
2708, 1.056419
6075, 1.069531
6246, 1.072927
7116, 1.160135
8278, 1.289616
9810, 1.352026
10064, 1.387049
11741, 1.417708
11840, 1.430212
11916, 1.471132
12228, 1.678123
13248, 1.868972
17022, 1.956510
17229, 2.101138
17807, 2.167429
18934, 2.168236
