1, 0.090040
4, 0.095566
7, 0.152694
16, 0.169727
68, 0.178805
78, 0.195444
100, 0.213552
101, 0.289416
102, 0.328052
106, 0.330004
113, 0.371477
315, 0.526608
1105, 0.588067
1208, 0.694110
2293, 0.865059
3303, 0.891196
4822, 0.920799
5227, 1.031395
5463, 1.043878
5855, 1.053052
7045, 1.054779
7340, 1.075483
7490, 1.258457
7813, 1.307657
