1, 0.051385
4, 0.129044
6, 0.131963
12, 0.156487
13, 0.198674
19, 0.756703
1873, 0.828004
3400, 0.961570
4695, 1.055093
5971, 1.098222
6418, 1.769699
10578, 1.929007
12920, 1.957948
12995, 1.980724
13513, 2.151188
14017, 2.223659
14431, 2.225354
17664, 2.307779
